salary, info
Excellent,Science B.S.inMathematicalSciences Undergraduate 2010 High-school 3.11 multi-modal A3 
Low,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 2.9 internal B2 
Excellent,Business MBA Postgraduate 2010 High-school 3.47 internal A3 
Low,Science M.S.inChemistry Postgraduate 2010 High-school 3.77 multi-modal B1 
Low,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 3.58 external A2 
Low,Business Economics Undergraduate 2010 Bachelor 3.01 internal B1 
Excellent,Business Business Undergraduate 2010 Bachelor 3.42 multi-modal A3 
Low,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 High-school 2.98 internal B1 
Low,Science M.S.inBiologicalSciences Postgraduate 2010 High-school 3.88 internal B2 
Low,Science B.A.inBiologicalSciences Undergraduate 2010 High-school 3.52 internal B2 
Low,Science M.S.inBiologicalSciences Postgraduate 2010 High-school 3.87 multi-modal B2 
Low,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 3.45 internal A2 
Excellent,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 2.9 external A3 
Excellent,Business MBA Postgraduate 2010 Bachelor 3.86 internal A3 
Low,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 3.75 internal B2 
Low,ComputerScience M.S.inComputerScience Postgraduate 2010 High-school 3.64 internal A2 
Excellent,Science B.S.inMathematicalSciences Undergraduate 2010 High-school 2.99 internal A3 
Excellent,Science B.A.inBiologicalSciences Undergraduate 2010 Bachelor 3.67 internal A3 
Medium,Science M.S.inBiologicalSciences Postgraduate 2010 High-school 2.89 external A2 
Excellent,Business Business Undergraduate 2010 Bachelor 3.94 internal A3 
Medium,Business MBA Postgraduate 2010 Bachelor 3.86 internal B1 
Low,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.41 internal B3 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 3.95 external A2 
Medium,Science M.S.inBiologicalSciences Postgraduate 2010 High-school 3.16 external B2 
Excellent,Science B.S.inMathematicalSciences Undergraduate 2010 Bachelor 3.45 multi-modal A3 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2010 High-school 3.74 internal A2 
Medium,Business MSCF Postgraduate 2010 Bachelor 3.33 multi-modal B2 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 3.24 internal C 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2010 High-school 3.3 internal B1 
Medium,Business Economics Undergraduate 2010 Bachelor 3.02 multi-modal B1 
Medium,Business MSCF Postgraduate 2010 High-school 3.42 internal B2 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 3.26 external B1 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.95 internal B2 
Medium,Business Economics Undergraduate 2010 High-school 3.02 internal B2 
Low,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 3.84 internal B3 
Excellent,Business Business Undergraduate 2010 Bachelor 3.02 internal A3 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2010 High-school 3.23 internal B1 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 2.88 multi-modal B1 
Medium,Business MSCF Postgraduate 2010 Bachelor 3.49 internal B1 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 2.85 external F 
Medium,Science M.S.inChemistry Postgraduate 2010 High-school 3.23 internal B1 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 3.43 internal B2 
High,Science B.A.inBiologicalSciences Undergraduate 2010 Bachelor 2.82 internal B2 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 High-school 2.82 internal B2 
Excellent,Science M.S.inChemistry Postgraduate 2010 High-school 3.94 external A3 
High,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 3.06 multi-modal B1 
Excellent,Business Business Undergraduate 2010 High-school 3.42 multi-modal A3 
High,Business MSCF Postgraduate 2010 Bachelor 2.84 internal B1 
High,Science M.S.inChemistry Postgraduate 2010 High-school 3.3 internal B2 
High,Business MBA Postgraduate 2010 High-school 3.88 internal F 
Low,Science B.S.inMathematicalSciences Undergraduate 2010 High-school 3.33 internal B3 
High,Business MSCF Postgraduate 2010 High-school 2.95 internal B1 
Excellent,Business Business Undergraduate 2010 High-school 2.99 multi-modal A3 
High,Science B.A.inChemistry Undergraduate 2010 Bachelor 3.64 internal B2 
High,ComputerScience M.S.inComputerScience Postgraduate 2010 High-school 3.05 multi-modal B2 
Excellent,ComputerScience B.S.inComputerScience Postgraduate 2010 High-school 3.96 internal A3 
Excellent,ComputerScience B.S.inComputerScience Postgraduate 2010 High-school 3.59 internal A3 
High,Business MBA Postgraduate 2010 Bachelor 3.3 multi-modal A2 
Excellent,Business MBA Postgraduate 2010 High-school 3.18 internal A3 
High,Science M.S.inChemistry Postgraduate 2010 Bachelor 3.55 external A1 
High,Business MBA Postgraduate 2010 Bachelor 3.43 internal A1 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2010 Bachelor 2.86 multi-modal B2 
Excellent,ComputerScience B.S.inComputerScience Postgraduate 2010 High-school 3.19 internal A3 
High,Science B.A.inBiologicalSciences Undergraduate 2010 Bachelor 3.36 internal B2 
Excellent,Business MSCF Postgraduate 2010 High-school 3.74 internal A3 
High,Science B.A.inChemistry Undergraduate 2011 Bachelor 3.66 multi-modal B2 
Excellent,Science M.S.inBiologicalSciences Postgraduate 2011 High-school 2.9 multi-modal A3 
High,Science B.A.inBiologicalSciences Undergraduate 2011 High-school 3.73 internal B2 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2011 High-school 3.36 internal B1 
High,ComputerScience B.S.inComputerScience Postgraduate 2011 High-school 3.75 multi-modal A1 
High,Business MBA Postgraduate 2011 High-school 3.72 multi-modal B1 
High,Business Economics Undergraduate 2011 High-school 3.87 internal B1 
High,ComputerScience B.S.inComputerScience Postgraduate 2011 Bachelor 3.24 internal B2 
Excellent,Business MBA Postgraduate 2011 Bachelor 3.83 external A3 
High,Business MSCF Postgraduate 2011 Bachelor 3.54 multi-modal B1 
High,Science B.A.inChemistry Undergraduate 2011 Bachelor 2.89 internal B1 
Excellent,ComputerScience B.S.inComputerScience Postgraduate 2011 High-school 3.92 internal A3 
High,Science B.A.inChemistry Undergraduate 2011 High-school 3.26 internal B1 
Excellent,Business Business Undergraduate 2011 High-school 3.72 internal A3 
High,Science M.S.inChemistry Postgraduate 2011 High-school 2.86 internal F 
High,Business Business Undergraduate 2011 High-school 3.65 multi-modal F 
Excellent,ComputerScience B.S.inComputerScience Postgraduate 2011 High-school 3.45 internal A3 
High,Science B.S.inMathematicalSciences Undergraduate 2011 High-school 2.99 internal A3 
High,Business MSCF Postgraduate 2011 Bachelor 3.37 multi-modal B1 
High,Science M.S.inChemistry Postgraduate 2011 High-school 3.4 internal B1 
High,Business Business Undergraduate 2011 High-school 3.92 multi-modal A1 
High,Science M.S.inChemistry Postgraduate 2011 High-school 2.93 external B1 
High,Business Business Undergraduate 2011 High-school 3.92 internal B1 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2011 Bachelor 2.99 internal A3 
High,Business Business Undergraduate 2011 Bachelor 3.06 internal A3 
High,Business Business Undergraduate 2011 High-school 3.24 multi-modal A3 
High,Business MSCF Postgraduate 2011 Bachelor 3.36 internal C 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 Bachelor 3.05 multi-modal A3 
High,Business MBA Postgraduate 2011 High-school 3.41 internal A1 
High,ComputerScience M.S.inComputerScience Postgraduate 2011 High-school 3.12 internal A3 
High,ComputerScience B.S.inComputerScience Postgraduate 2011 High-school 3.48 internal B1 
High,Science M.S.inChemistry Postgraduate 2011 High-school 3.94 external A2 
High,Science B.A.inBiologicalSciences Undergraduate 2011 Bachelor 3.52 internal A3 
High,Business MBA Postgraduate 2011 Bachelor 2.84 external A3 
Low,Science B.S.inMathematicalSciences Undergraduate 2011 High-school 3.89 multi-modal A2 
Low,Business Economics Undergraduate 2011 Bachelor 3.69 internal A3 
Low,Science M.S.inBiologicalSciences Postgraduate 2011 Bachelor 3.23 external B1 
Low,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 High-school 3.83 multi-modal A3 
Low,InformationSystem M.S.inInformationTechnology Postgraduate 2011 Bachelor 3.99 internal A3 
Low,Science M.S.inBiologicalSciences Postgraduate 2011 High-school 3.34 internal A3 
Low,InformationSystem M.S.inInformationTechnology Postgraduate 2011 High-school 3.36 external C 
Medium,Science M.S.inChemistry Postgraduate 2011 Bachelor 3.12 internal B2 
Medium,Business Business Undergraduate 2011 High-school 2.84 multi-modal B2 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 High-school 3.19 internal A3 
Medium,Business Economics Undergraduate 2011 Bachelor 3.13 internal C 
Medium,Business Economics Undergraduate 2011 High-school 3.21 internal A3 
Medium,Science B.S.inMathematicalSciences Undergraduate 2011 Bachelor 3.13 multi-modal A3 
Medium,Science B.A.inBiologicalSciences Undergraduate 2011 High-school 3.07 multi-modal A3 
Medium,Business Business Undergraduate 2011 Bachelor 3.13 internal B1 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2011 Bachelor 3.11 internal B2 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2011 High-school 3.69 internal B2 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2011 Bachelor 3.91 external F 
Medium,Business MSCF Postgraduate 2011 Bachelor 3.14 multi-modal B1 
Medium,Science M.S.inChemistry Postgraduate 2011 Bachelor 2.88 internal B2 
High,ComputerScience M.S.inComputerScience Postgraduate 2011 Bachelor 3.16 external A1 
Medium,Business MSCF Postgraduate 2011 High-school 3.04 internal A3 
Medium,Business Business Undergraduate 2011 High-school 2.95 internal B3 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2011 High-school 3.08 external A3 
Medium,Science M.S.inBiologicalSciences Postgraduate 2011 High-school 3.46 multi-modal A3 
Medium,Science B.A.inChemistry Undergraduate 2011 High-school 3.48 multi-modal F 
Medium,Science B.S.inMathematicalSciences Undergraduate 2011 Bachelor 3.07 internal B1 
Medium,Business MSCF Postgraduate 2011 Bachelor 3.89 multi-modal A3 
Medium,Science M.S.inChemistry Postgraduate 2011 High-school 3.57 internal F 
Medium,Science M.S.inChemistry Postgraduate 2011 Bachelor 3.64 internal F 
Medium,Science B.S.inMathematicalSciences Undergraduate 2011 Bachelor 3.51 internal B2 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2011 Bachelor 3.07 internal F 
Medium,Business MSCF Postgraduate 2011 High-school 2.81 multi-modal A2 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2011 Bachelor 3.62 internal B2 
Medium,Science B.S.inMathematicalSciences Undergraduate 2011 Bachelor 3.58 multi-modal A3 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2011 Bachelor 3.52 internal A3 
Medium,Science B.S.inMathematicalSciences Undergraduate 2011 Bachelor 2.86 multi-modal A1 
Medium,Science M.S.inChemistry Postgraduate 2011 Bachelor 3.95 internal A2 
Medium,Business Business Undergraduate 2011 Bachelor 3.47 internal A3 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2011 High-school 3.14 internal A2 
Medium,Science B.S.inMathematicalSciences Undergraduate 2011 High-school 3.61 multi-modal A3 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 High-school 3.71 internal A3 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2011 High-school 2.86 internal B1 
Medium,Science B.A.inChemistry Undergraduate 2011 Bachelor 3.66 multi-modal A3 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 Bachelor 2.93 internal B1 
Medium,Business Business Undergraduate 2011 High-school 3.93 internal B2 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 Bachelor 3.91 multi-modal B1 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2011 Bachelor 3.56 external C 
Medium,Business MSCF Postgraduate 2011 High-school 3.73 internal B2 
Medium,Science B.A.inChemistry Undergraduate 2011 High-school 3.75 internal A3 
Medium,Science M.S.inBiologicalSciences Postgraduate 2011 High-school 2.85 internal B2 
Medium,Business MBA Postgraduate 2011 High-school 3.07 internal A3 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2011 Bachelor 3.66 internal A3 
Medium,Science B.A.inBiologicalSciences Undergraduate 2011 High-school 3.78 internal B2 
Medium,Science M.S.inChemistry Postgraduate 2011 High-school 3.48 internal B1 
Medium,Business MSCF Postgraduate 2011 High-school 3.9 internal B2 
Medium,Science M.S.inChemistry Postgraduate 2011 Bachelor 2.83 internal B1 
Medium,Business MSCF Postgraduate 2011 High-school 2.98 internal A3 
Medium,Business Business Undergraduate 2011 Bachelor 3.73 multi-modal B2 
Medium,Business MSCF Postgraduate 2011 Bachelor 3.62 multi-modal B2 
Medium,Science B.A.inChemistry Undergraduate 2011 High-school 3.52 internal B2 
Medium,Business MSCF Postgraduate 2011 High-school 2.88 internal B2 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2011 High-school 3.12 multi-modal A3 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 High-school 3.49 internal A3 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2011 Bachelor 3.03 internal C 
Medium,Business Economics Undergraduate 2011 High-school 3.28 internal B2 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 High-school 3.91 external C 
Medium,Science M.S.inChemistry Postgraduate 2011 High-school 3.5 internal A3 
Medium,Science B.A.inChemistry Undergraduate 2011 High-school 3.16 internal B2 
Medium,Business Business Undergraduate 2011 High-school 3.07 internal B2 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 High-school 3.8 internal B2 
Medium,Science B.A.inChemistry Undergraduate 2011 Bachelor 3.84 internal B1 
Medium,Science M.S.inChemistry Postgraduate 2011 High-school 3.47 internal F 
Medium,Business MSCF Postgraduate 2011 Bachelor 3.97 multi-modal A3 
Medium,Science B.S.inMathematicalSciences Undergraduate 2011 Bachelor 3.04 external C 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2011 High-school 3.21 multi-modal B1 
Medium,Science M.S.inChemistry Postgraduate 2011 Bachelor 3.87 internal B2 
Medium,Science B.A.inBiologicalSciences Undergraduate 2011 Bachelor 3.38 multi-modal A2 
Medium,Business Economics Undergraduate 2011 Bachelor 3.22 multi-modal B2 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 Bachelor 2.95 internal B2 
Medium,Business MBA Postgraduate 2011 Bachelor 2.89 internal B1 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 Bachelor 3.67 internal A1 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2011 Bachelor 3.36 internal B2 
Medium,Business Business Undergraduate 2011 High-school 2.97 external B2 
Medium,Science M.S.inChemistry Postgraduate 2011 High-school 2.89 multi-modal F 
Medium,Business MSCF Postgraduate 2011 Bachelor 2.9 internal A3 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2011 High-school 3.19 internal A3 
Medium,Business MSCF Postgraduate 2011 Bachelor 3.6 internal B2 
Medium,Business Business Undergraduate 2011 Bachelor 4 internal A2 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2011 High-school 3.04 internal A3 
Medium,Business Economics Undergraduate 2011 High-school 3.29 internal A3 
Medium,Business Business Undergraduate 2011 High-school 3.02 external A3 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2011 High-school 3.45 internal C 
Medium,Science B.A.inChemistry Undergraduate 2011 High-school 3.64 multi-modal A3 
Medium,Science B.A.inBiologicalSciences Undergraduate 2011 Bachelor 3.38 internal A1 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2011 High-school 3.48 internal A3 
Medium,Business Business Undergraduate 2011 Bachelor 3.89 multi-modal B1 
Medium,Science M.S.inChemistry Postgraduate 2011 Bachelor 3.43 internal A2 
Medium,Business MBA Postgraduate 2011 High-school 3.71 internal A3 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2011 High-school 3.63 external A3 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2011 Bachelor 3.19 internal A2 
Medium,Business Economics Undergraduate 2011 Bachelor 3.77 external A3 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2011 High-school 3.13 internal B1 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2011 High-school 4 internal A3 
Medium,Science B.A.inChemistry Undergraduate 2011 Bachelor 2.81 internal A3 
Medium,Business MBA Postgraduate 2011 High-school 3.15 internal A3 
Medium,Business Business Undergraduate 2011 High-school 2.89 internal C 
Medium,Business Business Undergraduate 2011 High-school 3.87 multi-modal B2 
Medium,Business Business Undergraduate 2011 Bachelor 3.6 internal B2 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2011 High-school 3.07 internal A3 
Medium,Business Business Undergraduate 2011 High-school 3.38 multi-modal C 
Medium,Business MSCF Postgraduate 2011 High-school 3.48 multi-modal A3 
Medium,Science B.A.inChemistry Undergraduate 2011 Bachelor 3.04 internal A3 
Medium,Business Economics Undergraduate 2011 High-school 3.07 multi-modal A3 
Medium,Science B.A.inChemistry Undergraduate 2011 Bachelor 3.9 external B1 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 Bachelor 3.24 internal B2 
Medium,Science B.A.inChemistry Undergraduate 2011 Bachelor 3.22 external B2 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2011 Bachelor 2.92 multi-modal F 
Medium,Business Economics Undergraduate 2011 Bachelor 3.92 internal B1 
Medium,Science M.S.inChemistry Postgraduate 2011 Bachelor 3.2 internal B2 
Medium,Business Economics Undergraduate 2011 High-school 3.82 external A1 
Medium,Business Business Undergraduate 2011 High-school 2.92 internal A3 
High,Science B.A.inBiologicalSciences Undergraduate 2011 High-school 3.01 internal B3 
Medium,Science B.A.inBiologicalSciences Undergraduate 2011 Bachelor 3.99 multi-modal A3 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2011 High-school 3.56 multi-modal A3 
Medium,Science B.S.inMathematicalSciences Undergraduate 2011 Bachelor 3.47 internal F 
Medium,Science M.S.inChemistry Postgraduate 2011 High-school 3.11 internal B1 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2011 High-school 3.96 internal A3 
Medium,Business MBA Postgraduate 2011 High-school 3.33 internal F 
Medium,Business Business Undergraduate 2011 High-school 3.73 internal F 
Medium,Science B.A.inBiologicalSciences Undergraduate 2011 High-school 3.13 internal B2 
Medium,Science M.S.inChemistry Postgraduate 2011 Bachelor 3.28 internal F 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2011 Bachelor 3.1 internal A2 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2011 Bachelor 3.4 internal B2 
Medium,Science M.S.inBiologicalSciences Postgraduate 2011 Bachelor 3.19 internal A3 
Medium,Business MSCF Postgraduate 2011 Bachelor 3.61 internal B1 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2011 High-school 3.05 multi-modal A3 
Medium,Business MBA Postgraduate 2011 Bachelor 3.7 internal B2 
Medium,Science M.S.inChemistry Postgraduate 2011 High-school 3.94 internal C 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2011 High-school 3.97 external C 
Medium,Business Business Undergraduate 2011 High-school 3.8 multi-modal B2 
Medium,Science B.A.inChemistry Undergraduate 2011 Bachelor 3.26 multi-modal B1 
Medium,Science M.S.inBiologicalSciences Postgraduate 2011 High-school 2.81 multi-modal B1 
Medium,Science B.A.inChemistry Undergraduate 2011 Bachelor 3.76 multi-modal B1 
Medium,Business MSCF Postgraduate 2011 High-school 3.76 multi-modal A3 
Medium,Business Business Undergraduate 2011 High-school 3.02 internal A2 
Medium,Science B.S.inMathematicalSciences Undergraduate 2011 High-school 3.42 internal C 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2011 Bachelor 3.28 multi-modal A3 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2011 High-school 3.03 multi-modal B1 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2011 High-school 3.19 multi-modal B1 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2011 Bachelor 3.19 internal A3 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2011 Bachelor 3.78 multi-modal A3 
High,Science M.S.inChemistry Postgraduate 2011 Bachelor 3.86 internal B2 
High,Business Business Undergraduate 2011 High-school 3.74 multi-modal B2 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 High-school 3.69 internal A2 
High,Science M.S.inBiologicalSciences Postgraduate 2011 Bachelor 3.62 external F 
High,Science M.S.inChemistry Postgraduate 2011 High-school 3.52 multi-modal B1 
High,Science M.S.inBiologicalSciences Postgraduate 2011 Bachelor 2.91 internal A3 
High,Business MSCF Postgraduate 2011 High-school 4 internal F 
Medium,Science B.A.inChemistry Undergraduate 2011 Bachelor 3.54 internal A2 
Medium,Business Economics Undergraduate 2011 High-school 3.4 multi-modal C 
High,Business MBA Postgraduate 2011 Bachelor 3.03 internal A1 
High,Science B.A.inBiologicalSciences Undergraduate 2011 Bachelor 3.35 internal A3 
High,ComputerScience M.S.inComputerScience Postgraduate 2011 Bachelor 3.87 internal B1 
High,Business Business Undergraduate 2011 Bachelor 2.93 internal A1 
High,Science B.A.inBiologicalSciences Undergraduate 2011 High-school 3.31 multi-modal B1 
High,Science M.S.inBiologicalSciences Postgraduate 2011 Bachelor 3.82 internal F 
High,ComputerScience M.S.inComputerScience Postgraduate 2011 High-school 2.96 internal B1 
Low,Science B.A.inChemistry Undergraduate 2011 High-school 3.09 internal B3 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2011 High-school 3.96 internal A2 
High,ComputerScience M.S.inComputerScience Postgraduate 2011 Bachelor 3.03 internal B2 
High,Science M.S.inChemistry Postgraduate 2011 High-school 3.36 internal A3 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 High-school 3.73 multi-modal B1 
High,Science B.S.inMathematicalSciences Undergraduate 2011 High-school 3.22 internal B2 
Medium,Science B.A.inBiologicalSciences Undergraduate 2011 High-school 2.8 internal A2 
High,Business Economics Undergraduate 2011 Bachelor 3.99 internal B2 
Medium,Science B.S.inMathematicalSciences Undergraduate 2011 Bachelor 3.36 internal C 
High,Business MBA Postgraduate 2011 Bachelor 3.52 internal B2 
High,Science M.S.inBiologicalSciences Postgraduate 2011 Bachelor 3.26 internal F 
High,Science B.A.inChemistry Undergraduate 2011 Bachelor 3.96 multi-modal B1 
High,Science M.S.inChemistry Postgraduate 2011 High-school 3.2 external A3 
High,Business Business Undergraduate 2011 Bachelor 3.59 internal A3 
High,Science M.S.inChemistry Postgraduate 2011 High-school 3.54 internal B1 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 Bachelor 3.98 internal A2 
High,Business MBA Postgraduate 2011 Bachelor 3.34 multi-modal B1 
High,Science M.S.inChemistry Postgraduate 2011 High-school 3.52 internal A3 
High,Science B.S.inMathematicalSciences Undergraduate 2011 Bachelor 3.45 internal B1 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 Bachelor 3.19 multi-modal A3 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 High-school 3.99 internal A3 
High,Science B.S.inMathematicalSciences Undergraduate 2011 High-school 3.28 multi-modal B1 
High,Business MBA Postgraduate 2011 Bachelor 3.91 internal B2 
High,Business MBA Postgraduate 2011 High-school 3.57 internal B2 
Medium,Science B.A.inBiologicalSciences Undergraduate 2011 Bachelor 3.11 internal A2 
High,Business Business Undergraduate 2011 High-school 3.02 internal B1 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 Bachelor 3.53 internal A3 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 High-school 3.16 internal B1 
High,Business Business Undergraduate 2011 Bachelor 3.37 multi-modal A3 
High,Business MSCF Postgraduate 2011 High-school 3.03 internal A3 
Medium,Science M.S.inChemistry Postgraduate 2011 Bachelor 3.06 internal A2 
High,Science B.A.inChemistry Undergraduate 2011 Bachelor 3.44 internal A3 
High,Science B.A.inChemistry Undergraduate 2011 High-school 3.88 internal A3 
High,Business MBA Postgraduate 2011 High-school 3.04 internal B1 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2011 High-school 3.04 multi-modal B2 
High,Business Economics Undergraduate 2011 Bachelor 3.44 external A3 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2011 High-school 2.83 multi-modal B2 
High,ComputerScience B.S.inComputerScience Postgraduate 2011 Bachelor 3 internal B2 
Medium,Business Economics Undergraduate 2011 High-school 2.92 multi-modal A2 
High,Business MSCF Postgraduate 2011 High-school 3.62 internal A1 
Medium,Science M.S.inChemistry Postgraduate 2011 High-school 3.73 internal C 
High,ComputerScience B.S.inComputerScience Postgraduate 2011 High-school 2.89 internal B2 
Medium,Science M.S.inChemistry Postgraduate 2011 Bachelor 3.46 external C 
High,Business Business Undergraduate 2011 Bachelor 3.85 internal B1 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 Bachelor 3.47 internal A3 
High,ComputerScience B.S.inComputerScience Postgraduate 2011 High-school 3.17 internal F 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 Bachelor 3.26 internal B2 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2011 High-school 3.63 internal B2 
High,Business Economics Undergraduate 2011 High-school 3.06 multi-modal B1 
Medium,Science M.S.inBiologicalSciences Postgraduate 2011 High-school 3.35 internal A2 
High,ComputerScience M.S.inComputerScience Postgraduate 2011 High-school 3.47 internal A3 
High,Business Economics Undergraduate 2011 High-school 3.46 internal A3 
High,Science M.S.inChemistry Postgraduate 2011 Bachelor 3.55 multi-modal A3 
High,Science M.S.inChemistry Postgraduate 2011 Bachelor 3.4 internal B2 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2011 High-school 3.75 external B1 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 High-school 3.94 internal B2 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 High-school 2.9 internal B1 
High,Science B.A.inBiologicalSciences Undergraduate 2011 High-school 3.93 multi-modal B1 
Low,InformationSystem M.S.inInformationTechnology Postgraduate 2011 High-school 2.92 internal B3 
Medium,Science M.S.inChemistry Postgraduate 2011 Bachelor 3.03 internal A2 
High,Science M.S.inChemistry Postgraduate 2011 High-school 3.75 internal B2 
Medium,Business MBA Postgraduate 2011 High-school 3.64 internal C 
High,Science M.S.inBiologicalSciences Postgraduate 2011 Bachelor 3.44 internal F 
High,Business MSCF Postgraduate 2011 Bachelor 2.89 internal B1 
Medium,Science B.A.inChemistry Undergraduate 2011 High-school 3.21 multi-modal A2 
High,Science M.S.inBiologicalSciences Postgraduate 2011 Bachelor 3.74 internal B1 
High,Business Business Undergraduate 2011 Bachelor 3.54 multi-modal B1 
High,ComputerScience M.S.inComputerScience Postgraduate 2011 Bachelor 3.27 internal F 
High,Science B.S.inMathematicalSciences Undergraduate 2011 High-school 3.31 internal B2 
High,ComputerScience B.S.inComputerScience Postgraduate 2011 Bachelor 3.96 internal B1 
Medium,Science M.S.inBiologicalSciences Postgraduate 2011 High-school 3.07 internal C 
High,Science B.S.inMathematicalSciences Undergraduate 2011 Bachelor 3.18 multi-modal B1 
Medium,Science B.A.inBiologicalSciences Undergraduate 2011 Bachelor 3.19 internal C 
Medium,Science B.S.inMathematicalSciences Undergraduate 2011 Bachelor 3.14 multi-modal A2 
Medium,Science B.S.inMathematicalSciences Undergraduate 2011 High-school 3.28 multi-modal A2 
High,ComputerScience M.S.inComputerScience Postgraduate 2011 High-school 3.06 internal B1 
